title,user_name,rating,review_date,review_text,reply_text
Bukalapak-JualBeliOnline,Bram Silalahi,Rated 5 stars out of five stars,"December 15, 2018",oke,
Bukalapak-JualBeliOnline,Imam Machmud,Rated 5 stars out of five stars,"December 15, 2018",Banyak membantu,
Bukalapak-JualBeliOnline,mocahmmad abdillah,Rated 4 stars out of five stars,"December 15, 2018",Good apps,
Bukalapak-JualBeliOnline,Mommy WHY,Rated 5 stars out of five stars,"December 15, 2018",So far so GOOD ! 😁 @moshe_cws,
Bukalapak-JualBeliOnline,krisnanda pria,Rated 4 stars out of five stars,"December 15, 2018",Good,
Bukalapak-JualBeliOnline,Mark Sebastian,Rated 5 stars out of five stars,"December 15, 2018",Amazing app,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 15, 2018",Good,
Bukalapak-JualBeliOnline,Aris Wibowo,Rated 5 stars out of five stars,"December 15, 2018",Great,
Bukalapak-JualBeliOnline,Nur Fakih Rizali Sulton,Rated 5 stars out of five stars,"December 15, 2018",Best online shop so far,
Bukalapak-JualBeliOnline,Indra Susanto,Rated 4 stars out of five stars,"December 15, 2018",Good enough,
Bukalapak-JualBeliOnline,Annas Karim,Rated 5 stars out of five stars,"December 15, 2018",Simpel,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 15, 2018","Very good, simple and very save online store.",
Bukalapak-JualBeliOnline,Mr. 2 minutes,Rated 5 stars out of five stars,"December 15, 2018","Seharusnya yg undian serbu itu jumlah penyerbunya di bikin jelas, jangan dibikin 999+ gitu, kita kan jd ngga tau 1/berapa kesempatan jackpot nya. Yah walau gitu ngga terlalu berharap lah, arisan RT aja jarang dapet apalagi yg kesempatan nya 1/100K+. Kesempatan kesamber petir aja 1/12,000",
Bukalapak-JualBeliOnline,win 'z,Rated 5 stars out of five stars,"December 15, 2018",nice,
Bukalapak-JualBeliOnline,Muhammad Rifai,Rated 5 stars out of five stars,"December 15, 2018",Goog,
Bukalapak-JualBeliOnline,Dimas Dwijulian Saputra,Rated 5 stars out of five stars,"December 15, 2018",Mancay,
Bukalapak-JualBeliOnline,Ryan Rizky,Rated 1 stars out of five stars,"December 15, 2018","Saran, segera perbaiki masalah"" yg ada di aplikasi khususnya yg sdg terjadi di flash sale..semua org kena kejadiannya sama. Saya pribadi byk mengalami hal"" aneh di aplikasi mulai dr error,loading yg kelewat, barang yg dlm 1 menit lgsg 0 stok dll Buktikkan kalau kalian mengadakan event transparan dan fair..kalau bgini terus percayalah kalian akan smakin tenggelam","PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung! :)"
Bukalapak-JualBeliOnline,Ferdi Yanto,Rated 1 stars out of five stars,"December 15, 2018",pas lagi flash deal server nya lag bukan ? perasaan susah banget ngebeli nya .. :/ sempet pending soalnya waktu flash deal nya mau dibuka .. dan bukan masalah koneksi disaya nya yah .,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung! :)"
Bukalapak-JualBeliOnline,muhamad faizal,Rated 2 stars out of five stars,"December 15, 2018",Uang dari buka dana tidak bisa dicairkan,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak. Kami infokan saat ini BukaDANA belum bisa dicairkan ya. Info lebih lengkap bisa kamu konfirmasikan langsung ke pihak DANA di 1500445 / HELP@DANA.ID"
Bukalapak-JualBeliOnline,Rudi Anam,Rated 5 stars out of five stars,"December 15, 2018",Best online shopping there is....,
Bukalapak-JualBeliOnline,Alfian Nur Sya'bana,Rated 3 stars out of five stars,"December 15, 2018",Murah klo buat beli pulsa sama token listrik..,"PT Bukalapak.comDecember 15, 2018Baik kak Alfian, apabila kamu memiliki kendala bisa isi melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas 🙂"
Bukalapak-JualBeliOnline,firman chaplin,Rated 5 stars out of five stars,"December 15, 2018",Recomended aplikasi,
Bukalapak-JualBeliOnline,Ismail St,Rated 5 stars out of five stars,"December 15, 2018","Gud, cuma gk dapet2 serbu seru nya",
Bukalapak-JualBeliOnline,Kiki Hikariyume,Rated 5 stars out of five stars,"December 15, 2018",smoga semakin jaya bukalapak!,
Bukalapak-JualBeliOnline,Reza Azkafaraz,Rated 5 stars out of five stars,"December 15, 2018",Aplikasi mantap banyak hadiah seru,
Bukalapak-JualBeliOnline,brian robson,Rated 1 stars out of five stars,"December 15, 2018","makin update, makin parah.. dlu masi bagus skrg ribet, lemot dan php","PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya Kak (nama), untuk kendala performa aplikasi yang lemot bisa terjadi dari beberapa faktor, antara lain kondisi sinyal dan pastikan juga melakukan clear cache di menu setting - apps, yuk infokan kendala detail kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut."
Bukalapak-JualBeliOnline,Irvandi Azlin,Rated 5 stars out of five stars,"December 15, 2018","Mantap, simple",
Bukalapak-JualBeliOnline,Zeusaditya SD,Rated 3 stars out of five stars,"December 15, 2018",Terlalu pelan jika digunakan untuk phone 1gb ram.,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya Kakak, untuk kendala performa aplikasi yang lemot bisa terjadi dari beberapa faktor, antara lain kondisi sinyal dan pastikan juga melakukan clear cache di menu setting - apps, yuk infokan kendala detail kamu melalui form berikut: https://bukl.pk/appreview agar kami cek lebih lanjut."
Bukalapak-JualBeliOnline,Salsa Rahmadhania Fitriani,Rated 3 stars out of five stars,"December 15, 2018","mau daftar kok gabisa cantumin e-mail ama no. hp, jd uninstall deh..",
Bukalapak-JualBeliOnline,Asal Akun,Rated 1 stars out of five stars,"December 15, 2018","banjir diskon tp scroll kebawah brica terus munculnya, puluhan, bikin males belanja.",
Bukalapak-JualBeliOnline,Rizka Zakiah,Rated 1 stars out of five stars,"December 15, 2018","FLASH SALE Rp 12 sepertinya ada permainan dari orang dalam deh,dicantumkan hanya untuk menarik customer saja..saya selalu standby..masa baru mulai,tiba"" barang habis..koneksi padahal tidak error..gak kayak tetangga sebelah T**op***a dan J*.*d selalu dapat saya..kirain cuma saya yang merasakan seperti ini,setelah saya baca komentar yang lain banyak juga yang mengalami seperti saya..aplikasi gak worth it..","PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung!"
Bukalapak-JualBeliOnline,mukharom arrizal,Rated 5 stars out of five stars,"December 15, 2018",Nice apps,
Bukalapak-JualBeliOnline,Wawan Hernawan,Rated 2 stars out of five stars,"December 15, 2018",Ngga punya fitur bayar tagihan Kartu Kredit yah?,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak. Saat ini Bukalapak belum menyediakan pembayaran untuk tagihan kartu kredit ya. Namun akan kami bantu teruskan ke tim terkait kami untuk menjadi evaluasi kedepan agar Bukalapak menjadi lebih baik lagi. :)"
Bukalapak-JualBeliOnline,Matias Simonis,Rated 5 stars out of five stars,"December 15, 2018",promo flash nya apaan ga pernah bisa sy sy ud tguin sy pe bgadang bgtu mulai baru semenit barang sdh abiss pdhl br 1 detik mulai sy langsung beli dibilngna koneksi eror brng bnyak yg minat lah apalah ada aj alasannya... nyusahin sy jdna..ud lahh mrasa di kerjain jdina..ud begadang berkali kali ttep bgtu jg,
Bukalapak-JualBeliOnline,Nurasiyah Saleh,Rated 1 stars out of five stars,"December 15, 2018","Server tidak baik. Flash deal terkesan gimmick sangat sulit, tiba2 stock habis dan kita masih bisa klik. Berharap seperti SHOPEE ketika habis langsung update.",
Bukalapak-JualBeliOnline,rodian mukhtar,Rated 3 stars out of five stars,"December 15, 2018","jual beli nya oke, tapi flashsale dan serbu nya kecewa :v",
Bukalapak-JualBeliOnline,Wisnu Saputra,Rated 3 stars out of five stars,"December 15, 2018","User friendly, top application for online shopping...please fix your connection bug on payment page during flash deal",
Bukalapak-JualBeliOnline,Muhammad Rizki,Rated 1 stars out of five stars,"December 15, 2018",Percuma buka lapak flash sale kalo barangnya gak ada yang bisa dibeli. mending tutup lapak sekalian,
Bukalapak-JualBeliOnline,Setly Jecsen Timotius,Rated 5 stars out of five stars,"December 15, 2018",Recommended..,
Bukalapak-JualBeliOnline,Rizqo Fahlevi Arrouf,Rated 1 stars out of five stars,"December 15, 2018",Transaksi 48rb gagal kembali cuma 12rb ki gimana to pakdee moment 1212 kok jadi begitu,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kak Rizqo. Kami infokan bagi Pengguna yang belum berhasil mendapatkan barang Serbuan, dana yang digunakan untuk menyerbu akan dikembalikan ke dalam saldo BukaDompet (apabila pembayaran menggunakan saldo BukaDompet atau Virtual Account), Buka DANA (apabila pembayaran menggunakan Buka DANA), atau saldo Credits (a..."
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 15, 2018",Easy to use,
Bukalapak-JualBeliOnline,Prasetiyo Widhi Nugroho,Rated 5 stars out of five stars,"December 15, 2018",Sangat mempermudah kebutuhan,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 15, 2018",I love bukalapak,
Bukalapak-JualBeliOnline,Rifki Martanegara,Rated 1 stars out of five stars,"December 15, 2018","Flash sale ngentot, korporat kepunyaan terro, program anjing, meledak aja lu goblok 🤔","PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung! :)"
Bukalapak-JualBeliOnline,A Google user,Rated 4 stars out of five stars,"December 15, 2018",Uke,
Bukalapak-JualBeliOnline,ALUS Gamers,Rated 5 stars out of five stars,"December 15, 2018",m a n t u l,
Bukalapak-JualBeliOnline,Lukman Abdul,Rated 5 stars out of five stars,"December 15, 2018",best indonesian's online shop,
Bukalapak-JualBeliOnline,Raditya Rendra,Rated 3 stars out of five stars,"December 15, 2018","Dulu zaman flash sale bumbu indofood.skalipun antusias orang2 tinggi, masih lebih mudah mendapatkan barang.. Sekarang ? Luar biasa susahnya dan tidak masuk akal. Klik beli pertama kali.tapi selalu gangguan ke server.pdahal sinyal full.di kota.direfresh halamanny, barang sudah habis. Paling mengganggu berikutny adalah jawaban auto reply dari BukaBantuan. Sama sekali tidak solutif. Sama sperti cerita keluhan ke robot. Jwaban normatif yg muncul. Lalu saya chat balik.tidak pernah ada respon kedua dst. Shingga harus mngajukan keluhan lagi dgn form pengajuan berbeda. Walaupun tau jawabannya pasti itu2 juga.normatif. Tolong admin Bukabantuan sedikit lebih humanis ya dalam menjawab keluhan.misal pengembalian dana dari Serbu 12.000. Pengisian pulsa yg lama masuknya.dll..langsung to the point ke solusi..","PT Bukalapak.comDecember 15, 2018Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas. :)"
Bukalapak-JualBeliOnline,onny cad,Rated 4 stars out of five stars,"December 15, 2018",Good service & easy...,
Bukalapak-JualBeliOnline,A Google user,Rated 3 stars out of five stars,"December 15, 2018",flash deal nya bohong ya.. sya udah nunggu tiap priode da ada yg kena..,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung! :)"
Bukalapak-JualBeliOnline,G-FREE DK,Rated 1 stars out of five stars,"December 15, 2018","HATI-HATI...... KOMPLAIN DIBALAS SETELAH TRANSAKSI EXPIRED.... PEMBAYARAN TIDAK TERVERIFIKASI - STATUS MENUNGGU PEMBAYARAN - SALDO BERKURANG - TRANSAKSI DIBATALKAN - AKHIRNYA DILEMPAR KE PIHAK BANK.. BELANJA PAKE APP BL, BAYAR MASUK KE AKUN BANK BL, KOK YA GA BISA NOLONG USER BL, KASIH INFO KEK DIMANA UANG SAYA YG HILANG, MASUK KE REK. BL ATAU ADA ERROR APP JADI NYANGKUT ATAU KEK MANA GITU... BEST APP WITH THE WORST SERVICE... U.N.I.S.T.A.L.L IT jaga reputasi dengan service memadai.","PT Bukalapak.comDecember 15, 2018Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas 🙂"
Bukalapak-JualBeliOnline,Bagus Yahya,Rated 1 stars out of five stars,"December 15, 2018","Flash sale nya fake, gak ada yg pernah bisa beli. Bahkan untuk barang-barang yang mungkin jarang dibeli konsumen pun gak bisa dibeli juga, modusnya banyak yang minat. Kasih bintang , tapi klo ada bintang 0, saya kasih bintang 0 deh karena KONSUMEN KECEWA. Ada yang sependapat? Yuk komentar dan BOIKOT aplikasinya juga biar infonya TERSAMPAIKAN ke management BUKALAPAK","PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung! :)"
Bukalapak-JualBeliOnline,Andriansyah Jrocks,Rated 5 stars out of five stars,"December 15, 2018",nice app,
Bukalapak-JualBeliOnline,Haikal Alfarizi,Rated 1 stars out of five stars,"December 15, 2018","beli > error > refresh > beli > error > refresh > barang abis. Niat beli barang di flash sale, malah nonton barang abis doang. Wkowkwowkwo -1 kalo ada nih bintang.","PT Bukalapak.comDecember 15, 2018Mohon maaf atas  ketidaknyamanannya kakak. Dikhawatirkan jumlah kuota yang terbatas dan promo yang terjadi per waktu periode tertentu dengan antusiasme yang tinggi, Kami sarankan kamu untuk mencobanya kembali pada priode berikutnya. Semoga kedepannya kamu akan menjadi pembeli yang beruntung. Kami tunggu perubahan rating kamu, ya :)"
Bukalapak-JualBeliOnline,Firman Syah,Rated 1 stars out of five stars,"December 15, 2018",flash deal asli apa tipu ya??? selalu gak bisa ckckck.,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas ketidaknyamanannya kakak, program flash deal bersifat cepat dan terbatas. Jika kamu belum mendapat kesempatan membeli pada momen flash deal, kamu bisa bersiap untuk periode flash deal berikutnya. Semoga beruntung! :)"
Bukalapak-JualBeliOnline,ikrah muhamad ardila,Rated 5 stars out of five stars,"December 15, 2018",Good,
Bukalapak-JualBeliOnline,Adi Rusdiana,Rated 5 stars out of five stars,"December 14, 2018",Nice,
Bukalapak-JualBeliOnline,vina rizki lestari,Rated 5 stars out of five stars,"December 14, 2018",good 👍,
Bukalapak-JualBeliOnline,Charles Caesar Setiono,Rated 5 stars out of five stars,"December 14, 2018",Love it,
Bukalapak-JualBeliOnline,Gerry Arief,Rated 5 stars out of five stars,"December 14, 2018",Good,
Bukalapak-JualBeliOnline,aulia ardy,Rated 5 stars out of five stars,"December 14, 2018",Sendainya ada item kaos kaki bekas di flash sale...saya pun tak akan bisa meraihnya... Ya salam,
Bukalapak-JualBeliOnline,rahmi putri,Rated 5 stars out of five stars,"December 14, 2018",Nice app,
Bukalapak-JualBeliOnline,Cindy Januar,Rated 5 stars out of five stars,"December 14, 2018",Great application,
Bukalapak-JualBeliOnline,Bijono Situmorang,Rated 5 stars out of five stars,"December 14, 2018",Nice online shopping app.,
Bukalapak-JualBeliOnline,arie suparman,Rated 5 stars out of five stars,"December 14, 2018",Good app,
Bukalapak-JualBeliOnline,Muhammad Agung Laksono,Rated 5 stars out of five stars,"December 14, 2018",Mantabb,
Bukalapak-JualBeliOnline,Bobbi Rachmawan,Rated 5 stars out of five stars,"December 14, 2018",good job,
Bukalapak-JualBeliOnline,tetrani susilowati,Rated 5 stars out of five stars,"December 14, 2018",Make everything i need is easy,
Bukalapak-JualBeliOnline,Idham Kholid,Rated 5 stars out of five stars,"December 14, 2018",the best online app to shop,
Bukalapak-JualBeliOnline,Ary T Gunadi,Rated 5 stars out of five stars,"December 14, 2018",Aplikasi Bukalapak OK Banggeeuts...👍👍👍,
Bukalapak-JualBeliOnline,Sulkifli Pratama,Rated 4 stars out of five stars,"December 14, 2018",Banyak seller yg kurang aktif.. Banyak seller slow respon reply chat maupun online Awalnya senang belanja di BL...tapi kalo banyak seller begitu jadi malas Apps pun dah gk mumpuni kayak dulu.. Notif & chat telat terus,"PT Bukalapak.comMarch 13, 2018Hai, mohon maaf atas ketidaknyamanan yang kamu alami. Silakan kamu informasikan lebih detail kendala yang kamu alami melalui bl.id/cs. Kamu juga dapat menghubungi tim BukaBantuan di nomor 021-50813333 atau melalui twitter @BukaBantuan. Tim BukaBantuan yang responsif dan ramah akan siap melayani selama 24 jam sehari, 7 hari dalam seminggu."
Bukalapak-JualBeliOnline,agung yulius,Rated 2 stars out of five stars,"December 14, 2018","Serbu.. Knp kode otentikasinya selalu "" internal server eror"" padahal kode nya sdh otomatis terisi , dan dpat sms notifikaasinya...??","PT Bukalapak.comDecember 15, 2018Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas 🙂"
Bukalapak-JualBeliOnline,coelenterata sea,Rated 5 stars out of five stars,"December 14, 2018",serbu seru ga pernah dapet...,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 14, 2018",Good,
Bukalapak-JualBeliOnline,Naufal Ariiq,Rated 5 stars out of five stars,"December 14, 2018","Bukalapak baik banget ngasih produk dengan harga Rp.12. Saya sangat senang ada online shop sebaik ini. Terima kasih Bukalapak, Terima kasih kak Founder Bukalapak(lupa namanya)",
Bukalapak-JualBeliOnline,nova kurniawan,Rated 5 stars out of five stars,"December 14, 2018",Mantaaaabbb,
Bukalapak-JualBeliOnline,A Google user,Rated 1 stars out of five stars,"December 14, 2018","""Flash Deal"" (Serbu12) itu hanya iming2 Marketing hanya daya tarik dr app. Kecewa sangat..!!! Hahahaha Online shop tetangga sebelah lbh nyata cuy.","PT Bukalapak.comDecember 15, 2018Mohon maaf atas  ketidaknyamanannya kakak. Dikhawatirkan jumlah kuota yang terbatas dan promo yang terjadi per waktu periode tertentu dengan antusiasme yang tinggi, Kami sarankan kamu untuk mencobanya kembali pada priode berikutnya. Semoga kedepannya kamu akan menjadi pembeli yang beruntung. Kami tunggu perubahan rating kamu, ya :)"
Bukalapak-JualBeliOnline,Helmy Irawan,Rated 5 stars out of five stars,"December 14, 2018",great,
Bukalapak-JualBeliOnline,adella aprilya,Rated 5 stars out of five stars,"December 14, 2018","Salah satu ecommers terbaik menurut saya. Paling detail dengan dengan selalu di kasih notifikasi dari pembayaran sampe nerima barang tanpa harus ngecek atau buka aplikasinya dulu. Dari harga juga lebih murah apalagi bisa nego harga. Kadang promo yg gratis ongkirnya yg agak susah dan ga bisa di pake sih, selebihnya oke.",
Bukalapak-JualBeliOnline,Trisno Sutrisno,Rated 5 stars out of five stars,"December 14, 2018",good application,
Bukalapak-JualBeliOnline,Jhons Alay,Rated 1 stars out of five stars,"December 14, 2018",Terlalu norak 12 promonya setiap kali d tunggu gak pernah dapat,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas  ketidaknyamanannya kakak. Dikhawatirkan jumlah kuota yang terbatas dan promo yang terjadi per waktu periode tertentu dengan antusiasme yang tinggi, Kami sarankan kamu untuk mencobanya kembali pada priode berikutnya. Semoga kedepannya kamu akan menjadi pembeli yang beruntung. Kami tunggu perubahan rating kamu, ya :)"
Bukalapak-JualBeliOnline,Imam Mujahid,Rated 5 stars out of five stars,"December 14, 2018",Coba aja sendiri,
Bukalapak-JualBeliOnline,Jashoen Alfian,Rated 4 stars out of five stars,"December 14, 2018",So far so good,
Bukalapak-JualBeliOnline,Nanang Zuharna,Rated 5 stars out of five stars,"December 14, 2018",Maybe can caash on delivery,
Bukalapak-JualBeliOnline,gladys velonia,Rated 1 stars out of five stars,"December 14, 2018","Ikut harbolnas karena ngejar cashback. Dibilangnya cashback masuk ke BukaDompet, berarti BISA dicairkan. Taunya TIDAK BISA karena cashback nya masuk ke CREDITS. Penipuan. Jangan download atau belanja di sini kalo cuma ngejar promo. Percuma, dibohongin","PT Bukalapak.comDecember 15, 2018Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,Risal Gantizar,Rated 5 stars out of five stars,"December 14, 2018",Easy to shop digitally!,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 14, 2018",Belanja jadi lebih mudah 👌,
Bukalapak-JualBeliOnline,Atok Suprapto,Rated 5 stars out of five stars,"December 14, 2018",Very useful. No tricky seller allowed by its system.,
Bukalapak-JualBeliOnline,Met20 X,Rated 5 stars out of five stars,"December 14, 2018",Ok,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 14, 2018",Woooorrrddddd,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 14, 2018",Best shopping store,
Bukalapak-JualBeliOnline,Alvikar Putranto,Rated 5 stars out of five stars,"December 14, 2018","Aplikasi Bukalapak ini memiliki fitur-fitur yang bagus dan menarik, pelayanan yang diberikan dari Bukalapak juga menarik ditambah Bukalapak memiliki program promo yang sangat banyak Namun Bukalapak juga memiliki kekurangan yaitu saya harap Bukalapak dapat meningkatkan kontrol pelapak-pelapak yang menjual barang agar pembelian barang sesuai dan memuaskan.... Sekian dari saya terimakasih...",
Bukalapak-JualBeliOnline,arsyi bahari,Rated 5 stars out of five stars,"December 14, 2018",Sangat berguna dan bermanfaat,
Bukalapak-JualBeliOnline,andreas snub,Rated 4 stars out of five stars,"December 14, 2018","Beli kebutuhan, hoby banyak",
Bukalapak-JualBeliOnline,Puti Kayo Indaswari,Rated 5 stars out of five stars,"December 14, 2018",Baguss.. sangat membantu saya dalam berjualan melalui online,
Bukalapak-JualBeliOnline,Allysha Archelya Indah Putri,Rated 5 stars out of five stars,"December 14, 2018",Good,
Bukalapak-JualBeliOnline,Mochamad Taufik,Rated 5 stars out of five stars,"December 14, 2018",Mantapz lah pokoknya,
Bukalapak-JualBeliOnline,reza cascanava,Rated 3 stars out of five stars,"December 14, 2018","Ongkir gratis 1x utk yg j&t , haha. Tp kelebihannya bisa cari barang yg susah ditemukan di app lain (klo ini oke).","PT Bukalapak.comDecember 15, 2018Terimakasih atas penilaian Kakak. Semoga kedepannya ketika Kakak melakukan transaksi pada aplikasi kami semakin lancar dan tidak terkendala, serta kami tunggu review dan rating yang lebih baik dari Kakak ya :)"
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 14, 2018","Terpercaya, bagus",
Bukalapak-JualBeliOnline,Bahrozi khayya,Rated 5 stars out of five stars,"December 14, 2018",Pesanan cepat n info real time,
Bukalapak-JualBeliOnline,jugawan perajasari,Rated 5 stars out of five stars,"December 14, 2018",Pokoke mantap....,
Bukalapak-JualBeliOnline,Yogi Purnama,Rated 5 stars out of five stars,"December 14, 2018","Tiap2 belanja disini, selalu cepat pengirimannya, tapi di tetangga sebelah selalu aja ada yang telat..",
Bukalapak-JualBeliOnline,Chrestella Fabrianne,Rated 5 stars out of five stars,"December 14, 2018",Mantap,
Bukalapak-JualBeliOnline,ferdinan1809,Rated 5 stars out of five stars,"December 14, 2018",Good,
Bukalapak-JualBeliOnline,Fajar McXoem,Rated 5 stars out of five stars,"December 14, 2018",Ok mantap. Cuman flash deal itu bener nggak ya. Nggak pernah dapat sih wkwkwkwk,
Bukalapak-JualBeliOnline,A Google user,Rated 5 stars out of five stars,"December 14, 2018",Excellent apps,
Bukalapak-JualBeliOnline,Xena Rismawan,Rated 2 stars out of five stars,"December 14, 2018","Kecewa sih. Jujur gue download aps ini karna flash deal serba Rp 12. Mau jam berapapun ikut flash deal nya tetep gadapet. Ini cuma promo nipu biar pada download atau beneran ada sih? Ada yg pernah dapet kah disini dari flash deal Rp 12? Tiap klik beli yg ada cuma respon loading lama dan bacaan kalo barang yg diinginkan banyak yg mau. Sesering apapun gue klik tu tombol ""beli"". Jawaban nya sama. Mengecewakan.","PT Bukalapak.comDecember 15, 2018Hi kak. Baik, terima kasih atas kritik dan saran yang kakak berikan, akan kami sampaikan ke tim terkait untuk menjadi evaluasi kedepan agar Bukalapak menjadi lebih baik lagi. Terimakasih atas penilaian kamu, kami tunggu perubahan rating kamu, ya :)"
Bukalapak-JualBeliOnline,mochammad ardiansyah,Rated 4 stars out of five stars,"December 14, 2018",One ever best shopping application,
Bukalapak-JualBeliOnline,Jefta Winowod,Rated 5 stars out of five stars,"December 14, 2018",Akan terus menggunakan Bukalapak karena BL sangat membantu pengusaha kecil-menengah UMKM. Terimakasih Bukalapak👍,
Bukalapak-JualBeliOnline,seff alsagaff,Rated 5 stars out of five stars,"December 14, 2018",Good,
Bukalapak-JualBeliOnline,Rizqi Rahmansyah,Rated 5 stars out of five stars,"December 14, 2018",Jossss👍,
Bukalapak-JualBeliOnline,indra kurniawan,Rated 5 stars out of five stars,"December 14, 2018",Bikin mager. Dengan apps ini semua mudah. Gak perlu keluar rumah...,
Bukalapak-JualBeliOnline,nadzhifa zahida nursofia,Rated 4 stars out of five stars,"December 14, 2018",Setelah di update aplikasinya lebih baik daripadanya yang aplikasi seri sebelumnya,"PT Bukalapak.comJanuary 24, 2018Hai, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala serupa, silakan konfirmasi kepada kami dengan melampirkan screenshot kendala tersebut melalui bl.id/cs. Kamu juga dapat menghubungi tim BukaBantuan di nomor 021-50813333 atau di twitter @BukaBantuan, ya. Tim BukaBantuan yang responsif dan ramah akan siap membantu."
Bukalapak-JualBeliOnline,Sinta Mukti,Rated 5 stars out of five stars,"December 14, 2018",Bukalapak... kasih mainan vending machine nya buat anak ku lah yaaa... ya... ya... 😌,
Bukalapak-JualBeliOnline,Dio Fery Andriawan,Rated 5 stars out of five stars,"December 14, 2018",Keep the good work!,
Bukalapak-JualBeliOnline,joe joy,Rated 3 stars out of five stars,"December 14, 2018",BUKALAPRANK,"PT Bukalapak.comDecember 15, 2018Mohon maaf atas kendalanya kakak. Mohon infokan detail kendala kakak melalui form berikut : https://bukl.pk/appreview agar kami cek lebih lanjut. Semoga kendalanya cepat selesai, ya. Selamat beraktivitas :)"
Bukalapak-JualBeliOnline,jenny Indah,Rated 5 stars out of five stars,"December 14, 2018",sip,
